combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
"Good indoor training shoes Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Neutral,3.0,False,,6 B(M) US,Black,593,106,True,"Good indoor training shoes Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor. I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!","['good', 'indoor', 'training', 'shoe', 'good', 'indoor', 'training', 'shoe', 'running', 'treadmill', 'lunge', 'regular', 'exercise', 'gym', 'flexible', 'light', 'weight', 'comfortable', 'grip', 'okay', 'sticky', 'rubber', 'used', 'edge', 'heel', 'toe', 'area', 'slipped', 'little', 'worked', 'cable', 'machine', 'resistance', 'band', 'etc', 'uncarpeted', 'floor', 'would', 'emphasize', 'lifting', 'part', 'everyday', 'routine', 'workout', 'would', 'recommend', 'mine', 'cushion', 'lasted', 'six', 'month', 'reason', 'gave', 'three', 'star', 'liked']",0.9213,Positive,0.0,Neutral
Five Stars Fit true to size,Positive,5.0,True,,7.5 B(M) US,Wolf Grey/Black-pink Blast/White,27,6,False,Five Stars Fit true to size,"['five', 'star', 'fit', 'true', 'size']",0.6486,Positive,-0.5,Negative
"Perfect for the gym Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Positive,5.0,True,,6.5 B(M) US,Black/Red Bronze/White,202,38,False,"Perfect for the gym Size really depends on the brand. I wear a 6.5 in Nike and they fit me perfectly. These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.","['perfect', 'gym', 'size', 'really', 'depends', 'brand', 'wear', '65', 'nike', 'fit', 'perfectly', 'shoe', 'comfortable', 'wrap', 'around', 'foot', 'like', 'bandage', 'restrict', 'movement']",0.8854,Positive,-0.125,Negative
Five Stars Love them!!,Positive,5.0,True,,7.5 B(M) US,Black,22,4,False,Five Stars Love them!!,"['five', 'star', 'love']",0.6988,Positive,0.625,Positive
Five Stars Comfortable from the start and very light.,Positive,5.0,True,,9.5 B(M) US,Black/White/Anthracite/Stealth,53,9,False,Five Stars Comfortable from the start and very light.,"['five', 'star', 'comfortable', 'start', 'light']",0.5106,Positive,-0.75,Negative
Great for walking! These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Positive,5.0,True,,8.5 B(M) US,Ocean Fog/Blue Grey/Mango,112,23,False,Great for walking! These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,"['great', 'walking', 'favorite', 'walk', 'around', 'shoe', 'wear', 'day', 'pain', 'love', 'em']",0.9448,Positive,-0.375,Negative
Five Stars Came quick and my daughter LOVES them,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,48,9,False,Five Stars Came quick and my daughter LOVES them,"['five', 'star', 'came', 'quick', 'daughter', 'love']",0.6633,Positive,0.625,Positive
nice Perfict fit for me. Great looking shoes at a great price.,Positive,5.0,True,,12 D(M) US,Cool Grey/Team Orange/White/Platinum,62,12,False,nice Perfict fit for me. Great looking shoes at a great price.,"['nice', 'perfict', 'fit', 'great', 'looking', 'shoe', 'great', 'price']",0.926,Positive,0.375,Positive
"these were a perfect fit. They are light and very comfortable Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,231,41,False,"these were a perfect fit. They are light and very comfortable Finally, after trying about 10 pairs of Nike's, these were a perfect fit. They are light and very comfortable, I really just forget about my feet when I'm wearing them.","['perfect', 'fit', 'light', 'comfortable', 'finally', 'trying', '10', 'pair', 'nike', 'perfect', 'fit', 'light', 'comfortable', 'really', 'forget', 'foot', 'im', 'wearing']",0.9546,Positive,0.0,Neutral
"Sleek and sporty Comfortable, consistent each time I order and good looking",Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,75,12,False,"Sleek and sporty Comfortable, consistent each time I order and good looking","['sleek', 'sporty', 'comfortable', 'consistent', 'time', 'order', 'good', 'looking']",0.7351,Positive,0.625,Positive
Three Stars No arch support but l love the colors!,Neutral,3.0,True,,9.5 B(M) US,Black/Green Glow-blue Glow-white,50,10,False,Three Stars No arch support but l love the colors!,"['three', 'star', 'arch', 'support', 'l', 'love', 'color']",0.8709,Positive,0.625,Positive
"Consider sizing down 1 size Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Positive,5.0,True,,9 B(M) US,Hyper Jade/Mtlc Silver/Hyper Turq,260,52,False,"Consider sizing down 1 size Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!","['consider', 'sizing', '1', 'size', 'great', 'shoe', 'outside', 'arch', 'kind', 'high', 'im', 'still', 'breaking', 'im', 'sure', 'work', 'way', 'originally', 'ordered', '9', 'regular', 'size', 'tad', 'big', 'returned', 'ordered', '85', 'fit', 'perfect']",0.9109,Positive,-1.125,Negative
Five Stars So lightweight and awesome!,Positive,5.0,True,,11 B(M) US,Black/White/Anthracite/Stealth,38,6,False,Five Stars So lightweight and awesome!,"['five', 'star', 'lightweight', 'awesome']",0.6864,Positive,0.75,Positive
Five Stars Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Positive,5.0,True,,8.5 B(M) US,Cool Grey/Pure Platinum/White/Volt,104,18,False,Five Stars Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,"['five', 'star', 'love', 'shoe', 'needed', 'new', 'running', 'shoe', 'perfect', 'light', 'weight', 'fit', 'great']",0.944,Positive,0.75,Positive
Five Stars Comfortable,Positive,5.0,True,,XX-Large,Deep Royal,22,3,False,Five Stars Comfortable,"['five', 'star', 'comfortable']",0.5106,Positive,0.0,Neutral
Beautiful!!! Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,Positive,5.0,True,,6,5mm,352,61,False,Beautiful!!! Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,"['beautiful', 'beautiful', 'mirror', 'finishvery', 'comfortable', 'look', 'great', 'white', 'gold', 'engagement', 'ring', 'cant', 'beat', 'price', 'another', 'band', 'like', 'different', 'size', 'ive', '2', 'year', 'finish', 'still', 'beautiful', 'scratch', 'want', 'beautiful', 'ring', 'great', 'price', 'highly', 'recommend', 'white', 'tungsten', 'carbide']",0.9888,Positive,2.75,Positive
Five Stars Beautiful I love them comfy,Positive,5.0,True,,7.5 B(M) US,Hyper Jade/Mtlc Silver/Hyper Turq,38,7,False,Five Stars Beautiful I love them comfy,"['five', 'star', 'beautiful', 'love', 'comfy']",0.8442,Positive,0.625,Positive
TOO NARROW! I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,Negative,1.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,145,29,False,TOO NARROW! I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,"['narrow', 'usually', 'wear', 'size', '8', 'fit', 'fine', 'way', 'narrow', 'thought', 'might', 'stretch', 'didnt', 'give', 'away']",0.3489,Positive,0.375,Positive
Five Stars Great shoes,Positive,5.0,True,,8.5 B(M) US,White/Metallic Silver/Black,22,4,False,Five Stars Great shoes,"['five', 'star', 'great', 'shoe']",0.6249,Positive,0.0,Neutral
"My wife loves these shoes. We have both been ... My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",Positive,5.0,True,,8.5 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,289,54,False,"My wife loves these shoes. We have both been ... My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.","['wife', 'love', 'shoe', 'wife', 'love', 'shoe', 'wearing', 'sketcher', 'new', 'balance', 'several', 'year', 'recently', 'purchased', 'nike', 'reason', 'nike', 'still', 'number', '1', 'year', 'cant', 'beat', 'comfort']",0.7643,Positive,-0.25,Negative
Five Stars I love my tennis shoes,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,33,7,False,Five Stars I love my tennis shoes,"['five', 'star', 'love', 'tennis', 'shoe']",0.6369,Positive,0.625,Positive
"New Favorite Shoes Absolutly love these shoes!! Beautiful color, comfy, and lightweight",Positive,5.0,True,,8 B(M) US,Energy/Mtlc Silver/Black,87,12,False,"New Favorite Shoes Absolutly love these shoes!! Beautiful color, comfy, and lightweight","['new', 'favorite', 'shoe', 'absolutly', 'love', 'shoe', 'beautiful', 'color', 'comfy', 'lightweight']",0.9133,Positive,1.75,Positive
"Personal favorite Pinnacle seems to have more cushioning so my husband likes them better. He's tried all the other Powerstep inserts as well as other brands. This is his must have insert. He is 6'3"" and weighs 257lbs with bone spurs (plantar fasciitis) and a high instep. He is very active and wears these in all his shoes. His bone spurs rarely bother him any more. Remember to replace them every 3 months if you wear them every day, especially if you weigh more than average and/or run.",Positive,5.0,True,,,,488,88,True,"Personal favorite Pinnacle seems to have more cushioning so my husband likes them better. He's tried all the other Powerstep inserts as well as other brands. This is his must have insert. He is 6'3"" and weighs 257lbs with bone spurs (plantar fasciitis) and a high instep. He is very active and wears these in all his shoes. His bone spurs rarely bother him any more. Remember to replace them every 3 months if you wear them every day, especially if you weigh more than average and/or run.","['personal', 'favorite', 'pinnacle', 'seems', 'cushioning', 'husband', 'like', 'better', 'he', 'tried', 'powerstep', 'insert', 'well', 'brand', 'must', 'insert', '63', 'weighs', '257lbs', 'bone', 'spur', 'plantar', 'fasciitis', 'high', 'instep', 'active', 'wear', 'shoe', 'bone', 'spur', 'rarely', 'bother', 'remember', 'replace', 'every', '3', 'month', 'wear', 'every', 'day', 'especially', 'weigh', 'average', 'andor', 'run']",0.9336,Positive,0.0,Neutral
Beautiful ring - I love it!!! My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,Positive,5.0,True,,6.5,7mm,479,86,False,Beautiful ring - I love it!!! My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,"['beautiful', 'ring', 'love', 'ring', 'shipped', 'day', 'placed', 'order', 'received', 'well', 'estimated', 'delivery', 'date', 'absolutely', 'beautiful', 'substantial', 'ring', 'without', 'overly', 'heavy', 'comfortable', 'wear', 'ive', 'cooked', 'cleaned', 'still', 'free', 'scratch', 'finish', 'beautifully', 'shiny', 'also', 'run', 'true', 'size', 'highly', 'recommend', 'ring', 'seller', 'definitely', 'business']",0.9884,Positive,3.375,Positive
Five Stars Good product for the price.  Used very day and no problem.,Positive,5.0,True,,X-Large,Navy,69,13,False,Five Stars Good product for the price. Used very day and no problem.,"['five', 'star', 'good', 'product', 'price', 'used', 'day', 'problem']",0.6621,Positive,0.125,Positive
